OrderID,OrderDate,Region,City,Category,SubCategory,ProductName,CustomerName,Segment,Sales,Quantity,Discount,Profit
158,26-09-2023,South,,electronics,Jeans,HP,Priya,,,1,0.1,-8298.73
159,1/2/2023,west,,Electronics,Table,Chair,,,6478,2,0.1,-823.77
160,28-02-2023,North,Mumbai,Clothing,Chair,Table,Karan,Consumer,45156,4,0.15,1449.83
161,14-09-2023,West,Delhi,Furniture,Accessories,HP,Arjun,,61787,1,,-5837.59
162,4/9/2023,west,Patna,Electronics,Chair,Headphones,Pooja,Home Office,11913,5,0.15,2557.49
163,9/11/2023,west,Delhi,,Mobile,Chair,Pooja,consumer,3153,1,0,-514.29
164,12/3/2023,West,Mumbai,Electronics,Accessories,Shirt,Karan,,86305,4,0.05,9347.66
165,8/11/2023,,Kolkata,,Mobile,iPhone,Amit,Consumer,33297,3,0,5218.91
166,14-09-2023,North,Kolkata,Clothing,Chair,Headphones,Pooja,Corporate,20393,2,0.15,1147.31
167,26-08-2023,North,Hyderabad,Electronics,Jeans,Dell,Priya,Corporate,,2,0.1,18381.83
168,7/1/2023, SOUTH,Mumbai,Clothing,Laptop,Shirt,Karan,consumer,12442,5,0,-391.67
169,22-08-2023,West,Chennai,,Chair,Headphones,,Consumer,2200,4,0.15,-275.07
170,28-01-2023,North,Chennai,Clothing,Laptop,iPhone,Neha,,73553,2,0.15,-4049.36
171,14-09-2023,West,Bangalore,Clothing,Table,iPhone,Rahul,Home Office,1282,3,0.15,-171.05
172,4/4/2023,,Hyderabad,FURNITURE,Chair,Chair,Sneha,Corporate,37879,2,,1039.73
173,20-12-2023,North ,Patna,electronics,Jeans,Headphones,Priya,Consumer,67177,2,0.1,-49.74
174,4/6/2023,South,Bangalore,Clothing,Mobile,Headphones,Arjun,,,1,,8221.47
175,16-08-2023, SOUTH,Kolkata,electronics,Shirt,Shirt,Priya,Home Office,28538,3,0.05,4949.54
176,1/7/2023,North,,FURNITURE,Jeans,iPhone,Sneha,Home Office,42318,1,0.1,7666.27
177,31-07-2023,West,Hyderabad,,Shirt,Shirt,Sneha,Home Office,42058,4,0,9595.65
178,16-04-2023,,Kolkata,Furniture,Accessories,Dell,Priya,Consumer,58818,2,0,16978.96
179,16-01-2023,North ,Chennai,electronics,Chair,Chair,Pooja,,68124,2,,14779.1
180,20-05-2023,North,Bangalore,Furniture,,Chair,Pooja,Consumer,49511,3,,6185.3
181,24-04-2023,,Chennai,Electronics,,Samsung,,Corporate,74322,4,0.1,-69.13
182,27-12-2023,North,Mumbai,FURNITURE,Shirt,Dell,Arjun,consumer,7229,3,,801.61
183,17-02-2023,South,Patna,FURNITURE,,Dell,Priya,Home Office,85408,2,0.1,21093.46
184,24-08-2023,North,Chennai,electronics,Table,Table,,consumer,74209,1,,1785.17
185,23-05-2023,South,Pune,Electronics,Shirt,Samsung,Rahul,Home Office,,3,0.15,12508.21
186,14-02-2023, SOUTH,Mumbai,Furniture,Laptop,Chair,Karan,consumer,89844,3,0.15,-14846.75
187,23-07-2023,South,Bangalore,FURNITURE,Shirt,Jeans,Arjun,Home Office,42943,1,0,5392.48
188,11/1/2023,South,Bangalore,Clothing,,Samsung,Amit,Corporate,25981,4,,4476.17
189,5/28/2023,North,Mumbai,electronics,Laptop,Dell,Amit,consumer,16340,3,0.05,-451.28
190,9/2/2023,North ,Delhi,Furniture,Jeans,Table,Arjun,,34048,3,0,7088.08
191,30-01-2023,East,Mumbai,Electronics,Table,Dell,Amit,Corporate,5320,5,0.15,836.85
192,2/1/2023,North ,Hyderabad,Furniture,Jeans,HP,Pooja,Consumer,9692,3,0.15,1481.25
193,17-12-2023,west,,FURNITURE,Chair,Dell,Sneha,,39518,5,0.15,-6200.95
194,18-12-2023,west,Hyderabad,FURNITURE,Shirt,Jeans,Karan,Consumer,,5,0.05,4467.27
195,27-06-2023,North,Patna,FURNITURE,Accessories,Headphones,Karan,consumer,70352,2,0.15,12031.3
196,7/1/2023,West,Pune,Electronics,Jeans,Chair,Rahul,,50806,1,0,-2761.23
197,19-06-2023,,Kolkata,electronics,Shirt,Shirt,Sneha,consumer,43318,2,0.15,10849.69
198,15-04-2023,North ,Kolkata,electronics,Table,Table,Karan,consumer,17220,3,0.15,3096.07
199,1/25/2023,South,Mumbai,,Jeans,Table,Pooja,,32327,4,0.15,7692.64
200,10/2/2023,East,Mumbai,Electronics,Shirt,Chair,Sneha,,57412,2,0.15,6925.33
201,3/4/2023,South,Kolkata,Furniture,Table,Samsung,Sneha,,10062,1,,-1221.77
202,9/21/2023,South,Kolkata,FURNITURE,Jeans,Dell,Karan,Home Office,51531,4,0,-3588.76
203,11/10/2023,West,Delhi,Electronics,Mobile,Dell,Arjun,,,1,0.05,4560.87
204,26-04-2023,North,Delhi,Clothing,Laptop,Samsung,Amit,,94900,1,0.05,26293.39
205,21-01-2023,East,Pune,Clothing,Chair,Headphones,,consumer,76431,5,0.15,10080.56
206,29-01-2023,North,Hyderabad,,Chair,iPhone,Pooja,consumer,21423,5,,-1333.52
207,10/9/2023,North ,Hyderabad,FURNITURE,Jeans,Jeans,Neha,Consumer,86543,3,,-16264.19
208,10/3/2023,North ,Patna,Clothing,Shirt,Jeans,Rahul,Home Office,11149,1,0,-2066.37
209,4/8/2023,,Hyderabad,Clothing,Laptop,iPhone,Rahul,Consumer,59303,1,,-6192.37
210,30-11-2023,west,Delhi,FURNITURE,Laptop,Jeans,Rahul,,4067,4,,990.23
211,29-09-2023,North ,Mumbai,,,Jeans,Neha,consumer,53008,5,0.15,-4012.03
212,3/11/2023,,Pune,FURNITURE,Jeans,Shirt,Rahul,Corporate,57679,5,0.1,5271.55
213,5/25/2023,,Pune,electronics,Table,iPhone,Sneha,Corporate,3503,2,0,450.75
214,17-06-2023,West,Patna,Electronics,Accessories,Jeans,,consumer,,2,0.05,11.37
215,13-01-2023,North ,Chennai,Electronics,,HP,Neha,Consumer,62798,1,,-10972.28
216,4/24/2023,North ,Hyderabad,,Accessories,Dell,,Home Office,66625,4,,9425.35
217,31-07-2023,East,Bangalore,Furniture,Table,HP,Amit,Consumer,99019,5,,24054.34
218,10/1/2023,South,Patna,FURNITURE,Table,Dell,,,15690,5,0.05,-2270.11
219,22-05-2023,North,Kolkata,Electronics,,Samsung,Priya,Consumer,7945,4,0.1,-1324.41
220,2/11/2023,North ,Chennai,Furniture,Chair,Shirt,Sneha,consumer,25801,4,0.15,2825.05
221,25-01-2023,South,Patna,FURNITURE,,HP,Karan,Consumer,33170,4,0,1408.22
222,3/15/2023,North,Bangalore,electronics,,Shirt,,Corporate,95409,3,0,-1314.8
223,3/10/2023, SOUTH,Hyderabad,,Mobile,Samsung,Neha,consumer,82510,3,,6799.44
224,5/12/2023,,Hyderabad,FURNITURE,Shirt,iPhone,Sneha,,66960,3,0.1,11768.32
225,12/5/2023,North ,,Clothing,Chair,Chair,Amit,Consumer,87786,5,0,20081.61
226,22-08-2023,,Hyderabad,Clothing,Accessories,Dell,Arjun,Consumer,74779,2,,-13450.3
227,16-11-2023,west,Chennai,Electronics,Accessories,iPhone,Pooja,Corporate,18017,1,,-3243.58
228,3/7/2023,West,Kolkata,FURNITURE,Chair,Table,Pooja,Home Office,5141,5,,-36.54
229,21-12-2023,North,Delhi,,Mobile,Jeans,Priya,consumer,96759,4,0.1,28312.49
230,13-03-2023,North ,Kolkata,Furniture,Mobile,Table,Pooja,consumer,86345,3,0.05,4483.25
231,7/2/2023, SOUTH,Pune,,Accessories,Table,Pooja,Home Office,71455,2,,-6548.33
232,20-05-2023,,Bangalore,Electronics,Table,Table,Pooja,Home Office,45153,4,0.1,1167.53
233,30-07-2023,North,Patna,Furniture,Jeans,Table,Neha,,77155,5,0.15,6630.61
234,18-05-2023,North,Delhi,,Shirt,Shirt,Arjun,Home Office,91595,4,0.05,-2609.75
235,14-07-2023,South,,electronics,Accessories,Headphones,Amit,consumer,74428,3,,-9921.26
236,3/5/2023, SOUTH,Delhi,Electronics,Laptop,HP,Karan,Corporate,40026,5,0.05,-1496.26
237,3/2/2023,South,Chennai,electronics,Laptop,Samsung,Sneha,Home Office,71021,2,0.15,11838.02
238,20-09-2023,west,Pune,Furniture,Chair,Shirt,Sneha,Consumer,,1,,18934.44
239,2/18/2023,West,Mumbai,electronics,Chair,iPhone,Karan,,43012,3,,4220.83
240,7/8/2023,North,,,Shirt,iPhone,,Consumer,3479,5,0,999.16
241,13-03-2023,North ,,FURNITURE,Accessories,Table,,consumer,,5,0,-329.3
242,21-01-2023,South,Chennai,Electronics,Accessories,Chair,Arjun,,85168,5,0.05,23428.86
243,23-04-2023,South,Mumbai,Clothing,Chair,Chair,Rahul,consumer,69772,3,,11481.3
244,27-03-2023,,Mumbai,FURNITURE,Shirt,Chair,Sneha,Home Office,66042,2,0.05,1746.56
245,28-02-2023,East,Chennai,Furniture,Chair,Headphones,Priya,,59747,3,0.05,-4604.32
246,20-11-2023,West,Hyderabad,Electronics,,Shirt,Karan,Consumer,47090,2,0.1,-8427.23
247,12/8/2023,East,Mumbai,Furniture,Chair,HP,Rahul,Consumer,93477,3,0.15,4162.69
248,12/12/2023,East,Patna,Furniture,Mobile,Jeans,Rahul,Home Office,53971,2,,15183.76
249,21-12-2023,west,Patna,electronics,Accessories,Dell,Pooja,,75169,4,0.15,20743.59
250,17-05-2023,North,Kolkata,Furniture,Shirt,Chair,Rahul,Consumer,72765,4,0.05,9213.36
251,28-08-2023,North ,Delhi,,Table,iPhone,Priya,,96457,4,0.15,12504.83
252,13-11-2023,west,Patna,electronics,Mobile,Table,,consumer,4626,3,0,120.84
253,7/7/2023,South,Delhi,Clothing,Jeans,HP,Neha,consumer,70004,1,0.1,18664.43
254,21-08-2023,North ,Chennai,,Jeans,Shirt,,consumer,71712,1,0,17185.98
255,4/12/2023, SOUTH,Patna,FURNITURE,,Chair,Arjun,Home Office,84737,2,0.15,9983.04
256,3/5/2023,,Delhi,FURNITURE,Chair,HP,Amit,consumer,34167,1,,4722.43
257,8/31/2023, SOUTH,Hyderabad,Clothing,Mobile,iPhone,,Home Office,19404,1,0.15,4558.28
258,4/7/2023,west,Chennai,Clothing,Mobile,HP,Pooja,,78046,2,0.1,-1307.91
259,28-09-2023,South,Delhi,Clothing,Table,Shirt,Pooja,Home Office,55920,4,0,10905.56
260,15-01-2023,,Pune,Electronics,Mobile,iPhone,Sneha,consumer,69237,5,0.05,12231.05
261,26-10-2023,West,Pune,Furniture,,iPhone,Pooja,Consumer,,3,0.05,-3945.26
262,28-03-2023,South,Patna,electronics,,HP,,consumer,48252,3,0.05,-962.1
263,22-08-2023, SOUTH,Kolkata,FURNITURE,Accessories,Dell,Pooja,Corporate,69768,1,0.15,6646.71
264,12/12/2023,West,Kolkata,Clothing,,Table,Pooja,Consumer,77370,4,,22218.26
265,22-02-2023,North ,Kolkata,,,Samsung,Karan,Consumer,47078,1,0,13779.31
266,4/2/2023,west,Bangalore,Electronics,Mobile,iPhone,Amit,Home Office,74122,2,0.1,77.74
267,26-03-2023,,Bangalore,Furniture,Mobile,Table,,Consumer,88348,4,0,-15753.29
268,22-05-2023,East,Hyderabad,Electronics,Shirt,Shirt,,consumer,94432,5,0,-6661.97
269,11/7/2023,East,Kolkata,Electronics,Mobile,HP,Priya,Corporate,50080,1,0,7354.07
270,9/26/2023,North ,Kolkata,Clothing,Jeans,Table,,Home Office,25262,3,,-3353.36
271,3/11/2023,South,Pune,FURNITURE,Accessories,Chair,,Corporate,37950,2,0,2303.66
272,14-09-2023,North ,Chennai,Clothing,Chair,Headphones,Rahul,Corporate,60926,5,0,-5214.78
273,11/5/2023, SOUTH,Hyderabad,,Chair,Table,Sneha,Consumer,60180,5,0.1,-1394.05
274,15-12-2023,West,Chennai,,Shirt,iPhone,Arjun,,21022,5,0.1,-2846.98
275,7/9/2023,North,Hyderabad,Clothing,Table,Shirt,Karan,Home Office,91997,3,0.15,13256.29
276,10/1/2023,,Delhi,Electronics,Laptop,Shirt,Priya,consumer,4504,3,0.1,1313.73
